,level_0,index,studyName,location,latitude,longitude,vegetation,map,mat,grouping,lai,species,speciesMatched,family,pft,growingCondition,status,light,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,h.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc
65,6003,6003,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,TempF,645.0,7.7,,2.25,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,243.0,705.9,,0.324,,,0.0553,,,,,,0.495,,,,33.3,23.3,,0.793885114260184,1.3,,10.0,101.56,,,,,,,,,,,0.000154,0.145203901,,410.0,,380.0,,,,,,
66,6004,6004,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,TempF,645.0,7.7,,2.25,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,67.0,44.08,,0.0196,,,0.000684,,,,,,0.0288,,,,9.48,1.1,,0.19149229459268802,1.3,,8.38,6.24,,,,,,,,,,,0.00015900000000000002,0.139318004,,390.0,,320.0,,,,,,
67,6005,6005,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,TempF,645.0,7.7,,2.25,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,79.0,119.75,,0.067,,,0.0016300000000000002,,,,,,0.0917,,,,15.43,2.08,,0.341695868064298,1.3,,13.35,18.37,,,,,,,,,,,0.000154,0.152166771,,380.0,,350.0,,,,,,
68,6006,6006,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,TempF,645.0,7.7,,2.25,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,69.0,41.53,,0.0188,,,0.000736,,,,,,0.0267,,,,12.66,1.87,,0.18437867513470396,1.3,,10.79,6.06,,,,,,,,,,,0.00014199999999999998,0.138939691,,340.0,,310.0,,,,,,
69,6007,6007,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,TempF,645.0,7.7,,2.25,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,71.0,51.26,,0.0267,,,0.000175,,,,,,0.0374,,,,9.71,0.75,,0.218218145380019,1.3,,8.96,7.48,,,,,,,,,,,0.000151,0.146649164,,330.0,,360.0,,,,,,
70,6008,6008,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,TempF,645.0,7.7,,2.25,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,75.0,84.99,,0.0465,,,0.0010199999999999999,,,,,,0.0661,,,,13.21,1.86,,0.290105384139961,1.3,,11.35,11.84,,,,,,,,,,,0.000149,0.142991728,,370.0,,330.0,,,,,,
71,6009,6009,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,TempF,645.0,7.7,,2.25,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,72.0,118.82,,0.0464,,,0.000638,,,,,,0.0637,,,,13.9,1.7,,0.284790026158975,1.3,,12.2,16.72,,,,,,,,,,,0.000147,0.144322877,,360.0,,320.0,,,,,,
72,6010,6010,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,TempF,620.0,8.1,,1.7,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,47.0,71.45,,0.0242,,,7.85e-07,,,,,,0.0321,,,,6.8,3.6,,0.20216574731145398,1.3,,3.2,9.06,,,,,,,,,,,0.00013700000000000002,0.127085808,,370.0,,360.0,,,,,,
73,6011,6011,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,TempF,620.0,8.1,,1.7,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,40.0,51.21,,0.0122,,,7.07e-06,,,,,,0.0177,,,,4.9,2.5,,0.150121084268041,1.3,,2.4,6.63,,,,,,,,,,,0.000136,0.128605939,,360.0,,350.0,,,,,,
74,6012,6012,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,TempF,620.0,8.1,,1.7,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,48.0,13.21,,0.00463,,,3.14e-06,,,,,,0.006529999999999999,,,,3.65,1.65,,0.0911825324671377,1.3,,2.0,1.67,,,,,,,,,,,0.00014,0.126522728,,340.0,,370.0,,,,,,
75,6013,6013,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,TempF,620.0,8.1,,1.7,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,35.0,5.01,,0.00358,,,3.89e-06,,,,,,0.0049700000000000005,,,,4.6674,3.0194,,0.0795487305827928,1.3,,1.6480000000000001,0.76,,,,,,,,,,,0.00014099999999999998,0.151686121,,380.0,,350.0,,,,,,
76,6014,6014,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,TempF,620.0,8.1,,1.7,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,42.0,7.99,,0.00449,,,3.74e-07,,,,,,0.00627,,,,4.6924,2.8924,,0.0893488217353171,1.3,,1.8,1.02,,,,,,,,,,,0.000149,0.128849476,,300.0,,320.0,,,,,,
77,6015,6015,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,TempF,620.0,8.1,,1.7,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,29.0,8.35,,0.00499,,,1.91e-06,,,,,,0.00528,,,,4.235,2.74,,0.0819921020355111,1.3,,1.495,1.18,,,,,,,,,,,0.000131,0.139255517,,340.0,,340.0,,,,,,
78,6016,6016,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,TempF,620.0,8.1,,1.7,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,23.0,78.97,,0.0212,,,7.85e-07,,,,,,0.023,,,,4.2,0.55,,0.171127173554958,1.3,,3.65,9.18,,,,,,,,,,,0.000126,0.118822491,,360.0,,380.0,,,,,,
79,6017,6017,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,TempF,620.0,8.1,,1.7,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,17.0,65.25,,0.0133,,,7.85e-07,,,,,,0.0141,,,,3.5,1.4,,0.13398760233978999,1.3,,2.1,9.19,,,,,,,,,,,0.000128,0.140054493,,330.0,,340.0,,,,,,
80,6018,6018,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,TempF,620.0,8.1,,1.7,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,28.0,15.47,,0.00746,,,5.02e-06,,,,,,0.0081,,,,4.20846,3.11846,,0.101554125038596,1.3,,1.09,2.08,,,,,,,,,,,0.000135,0.131382117,,360.0,,360.0,,,,,,
81,6019,6019,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,TempF,620.0,8.1,,1.7,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,16.0,18.58,,0.00971,,,6.759999999999999e-05,,,,,,0.0103,,,,3.2954,3.0194,,0.114517978111614,1.3,,0.276,2.36,,,,,,,,,,,0.000139,0.134546158,,390.0,,330.0,,,,,,
82,6020,6020,Domec2012,"eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,TempF,620.0,8.1,,1.7,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,full,24.0,9.47,,0.0052,,,3.6000000000000003e-06,,,,,,0.00565,,,,2.99614,2.71714,,0.084816292230642,1.3,,0.27899999999999997,1.28,,,,,,,,,,,0.000138,0.131828849,,340.0,,340.0,,,,,,
83,6670,6670,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,54.43,,0.015619999999999998,0.012138,,,,,,,,0.0213824649984955,,10.251708091347599,69.873638030775,10.0,2.8,,0.165,1.37,3.6128769897389597,7.2,7.6,,,,,,14.31,,,,,,,,,,,,,,,,
84,6671,6671,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,151.7,,0.063537,0.048124,,,,,,,,0.0804247719318987,,24.192226928049898,136.832298990351,11.6,2.75,,0.32,1.37,5.55,8.85,24.1,,,,,,53.24,,,,,,,,,,,,,,,,
85,6672,6672,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,31.36,,0.010265,0.0071189999999999995,,,,,,,,0.0156145008865047,,6.6051985541725395,40.822680461382205,8.05,2.9,,0.141,1.37,2.9,5.15,4.32,,,,,,7.55,,,,,,,,,,,,,,,,
86,6673,6673,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,11.82,,0.0050880000000000005,0.0033179999999999998,,,,,,,,0.007542963961269091,,2.26980069221863,13.838159052535,5.42,2.45,,0.098,1.37,1.7,2.97,1.59,,,,,,1.64,,,,,,,,,,,,,,,,
87,6674,6674,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,4.64,,0.004222,0.002123,,,,,,,,0.0055417694409324,,2.54469004940773,15.125801450248,6.75,3.7,,0.084,1.37,1.8,3.05,0.7,,,,,,0.46,,,,,,,,,,,,,,,,
88,6675,6675,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,14.18,,0.005046,0.0035810000000000004,,,,,,,,0.00708821842466197,,3.33291564619341,21.6933685383615,6.17,2.28,,0.095,1.37,2.06,3.89,1.91,,,,,,2.43,,,,,,,,,,,,,,,,
89,6676,6676,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,7.82,,0.004785,0.003105,,,,,,,,0.00679290871522453,,5.15427946668657,35.395700666319996,7.95,2.8,,0.09300000000000001,1.37,2.5617635413132502,5.15,1.19,,,,,,1.66,,,,,,,,,,,,,,,,
90,6677,6677,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,107.86,,0.024431,0.022981,,,,,,,,0.0343069771753639,,13.202543126711099,81.1187602228989,8.88,1.65,,0.209,1.37,4.1,7.23,15.3,,,,,,30.96,,,,,,,,,,,,,,,,
91,6678,6678,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,39.8,,0.020263,0.011792,,,,,,,,0.0271716348608981,,9.577484498186491,65.5269528348317,10.95,3.96,,0.18600000000000003,1.37,3.49205269178159,6.99,6.21,,,,,,9.41,,,,,,,,,,,,,,,,
92,6679,6679,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,13.37,,0.009051,0.005294,,,,,,,,0.0126676869774374,,1.79078635236252,16.2100909802298,8.24,4.1,,0.127,1.37,1.51,4.14,1.8,,,,,,2.26,,,,,,,,,,,,,,,,
93,6680,6680,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,108.3,,0.031278,0.023283,,,,,,,,0.040828138126053,,14.522012041218801,82.55700071539592,9.35,2.45,,0.228,1.37,4.3,6.9,17.15,,,,,,29.3,,,,,,,,,,,,,,,,
94,6681,6681,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,128.83,,0.033323,0.026510000000000002,,,,,,,,0.0448627284914256,,18.525805786634898,120.00940888024701,11.62,2.5,,0.239,1.37,4.85672611186044,9.12,18.37,,,,,,41.18,,,,,,,,,,,,,,,,
95,6682,6682,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,59.1,,0.030074,0.016381,,,,,,,,0.0430052618349907,,6.424242817325769,52.0641375895197,11.59,4.65,,0.23399999999999999,1.37,2.86,6.94,9.22,,,,,,13.04,,,,,,,,,,,,,,,,
96,6683,6683,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,25.5,,0.007783,0.006236,,,,,,,,0.0111220233918713,,5.51545860245858,34.7181211536572,7.63,2.82,,0.11900000000000001,1.37,2.65,4.81,3.5,,,,,,4.87,,,,,,,,,,,,,,,,
97,6684,6684,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,2.93,,0.001288,0.0011949999999999999,,,,,,,,0.00196349540849362,,3.14159265358979,11.778495799625098,3.26,1.45,,0.05,1.37,2.0,1.81,0.43,,,,,,0.33,,,,,,,,,,,,,,,,
98,6685,6685,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,3.75,,0.002081,0.0013189999999999999,,,,,,,,0.00301907054009979,,2.01061929829747,11.838152560694098,5.38,2.7,,0.062,1.37,1.6,2.68,0.49,,,,,,0.44,,,,,,,,,,,,,,,,
99,6686,6686,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,26.96,,0.012905000000000002,0.011467,,,,,,,,0.0172033613710577,,6.6051985541725395,48.6610375043486,8.17,1.85,,0.14800000000000002,1.37,2.9,6.32,4.1,,,,,,5.62,,,,,,,,,,,,,,,,
100,6687,6687,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,78.83,,0.023653999999999998,0.017505,,,,,,,,0.0339794661412272,,13.7885286964219,81.01069812362391,9.9,2.9,,0.20800000000000002,1.37,4.19,7.0,11.12,,,,,,24.6,,,,,,,,,,,,,,,,
101,6688,6688,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,92.47,,0.025234,0.023441999999999998,,,,,,,,0.0373252623173003,,12.0072456618365,89.45155753237431,10.98,2.35,,0.218,1.37,3.91,8.63,14.81,,,,,,24.61,,,,,,,,,,,,,,,,
102,6689,6689,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,15.19,,0.004988,0.004417,,,,,,,,0.00723822947387088,,3.80132711084365,19.148443038336698,4.8,1.77,,0.096,1.37,2.2,3.03,2.04,,,,,,2.12,,,,,,,,,,,,,,,,
103,6690,6690,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,116.15,,0.031731999999999996,0.022211,,,,,,,,0.0444880935674851,,7.793113276311179,71.2419097139557,11.08,2.35,,0.23800000000000002,1.37,3.15,8.73,16.39,,,,,,39.63,,,,,,,,,,,,,,,,
104,6691,6691,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,23.31,,0.008803,0.0070810000000000005,,,,,,,,0.0130698108370969,,4.90873852123405,39.1567610354627,8.46,2.5,,0.129,1.37,2.5,5.96,3.17,,,,,,5.33,,,,,,,,,,,,,,,,
105,6692,6692,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,38.46,,0.0151,0.009359000000000001,,,,,,,,0.0206119894002026,,6.834927516966291,46.7972736478197,9.01,3.1,,0.162,1.37,2.95,5.91,5.31,,,,,,8.66,,,,,,,,,,,,,,,,
106,6693,6693,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,9.71,,0.003179,0.0029809999999999997,,,,,,,,0.00477836242611008,,2.1382464998495503,16.1537130637858,5.3,1.6,,0.078,1.37,1.65,3.7,1.29,,,,,,1.31,,,,,,,,,,,,,,,,
107,6694,6694,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,96.51,,0.038693,0.024591,,,,,,,,0.059395736106931996,,14.8616967468882,99.19438031366501,12.51,4.05,,0.275,1.37,4.35,8.46,13.74,,,,,,29.58,,,,,,,,,,,,,,,,
108,6695,6695,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,28.64,,0.007389,0.006647,,,,,,,,0.0107513154587477,,4.33736135736241,29.0020700312175,6.28,1.7,,0.11699999999999999,1.37,2.35,4.58,3.92,,,,,,5.13,,,,,,,,,,,,,,,,
109,6696,6696,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,1.0,,0.00021400000000000002,0.00041500000000000006,,,,,,,,0.000314159265358979,,0.9503317777109129,4.2934618178157695,2.11,0.8,,0.02,1.37,1.1,1.31,0.13,,,,,,0.07,,,,,,,,,,,,,,,,
110,6697,6697,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,172.64,,0.041632999999999996,0.035757,,,,,,,,0.0559902496704407,,11.762829753387198,92.23252628192509,11.1,2.05,,0.267,1.37,3.87,9.05,27.65,,,,,,59.17,,,,,,,,,,,,,,,,
111,6698,6698,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,18.75,,0.014247,0.0075239999999999994,,,,,,,,0.0211240690027378,,4.92741621428832,33.748580886086,9.82,4.8,,0.16399999999999998,1.37,2.5047517197121802,5.02,2.86,,,,,,3.57,,,,,,,,,,,,,,,,
112,6699,6699,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,2.96,,0.0008810000000000001,0.00099,,,,,,,,0.0012566370614359198,,1.13097335529233,6.360249468184709,3.16,1.26,,0.04,1.37,1.2,1.9,0.39,,,,,,0.33,,,,,,,,,,,,,,,,
113,6700,6700,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,65.98,,0.018077,0.011816,,,,,,,,0.0257304292310638,,8.60490081799878,54.1048373224887,9.45,3.45,,0.18100000000000002,1.37,3.31,6.0,9.24,,,,,,16.42,,,,,,,,,,,,,,,,
114,6701,6701,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,88.65,,0.026798000000000002,0.018524000000000002,,,,,,,,0.0394081382466304,,15.552847130678,84.8032213947135,9.93,3.15,,0.22399999999999998,1.37,4.45,6.78,12.54,,,,,,28.53,,,,,,,,,,,,,,,,
115,6702,6702,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,161.57,,0.036141,0.029251999999999997,,,,,,,,0.0522792433483877,,19.6349540849362,128.470750062782,12.4,2.9,,0.258,1.37,5.0,9.5,26.03,,,,,,48.52,,,,,,,,,,,,,,,,
116,6703,6703,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,21.74,,0.009071,0.008408,,,,,,,,0.0120762821603992,,3.66435367114713,23.360144966061302,5.53,1.55,,0.124,1.37,2.16,3.98,3.32,,,,,,4.35,,,,,,,,,,,,,,,,
117,6704,6704,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,78.75,,0.021319,0.018059,,,,,,,,0.0346360590058275,,11.044661672776598,72.91254667551841,9.85,2.65,,0.21,1.37,3.75,7.2,11.09,,,,,,23.32,,,,,,,,,,,,,,,,
118,6705,6705,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,291.79,,0.062046000000000004,0.054905999999999996,,,,,,,,0.0819398049890924,,35.3618454486231,200.921272161529,13.08,2.32,,0.32299999999999995,1.37,6.71,10.76,42.42,,,,,,130.42,,,,,,,,,,,,,,,,
119,6706,6706,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,127.06,,0.047705000000000004,0.028919,,,,,,,,0.0692791865951255,,15.2745020215699,94.3866867154808,12.13,4.3,,0.297,1.37,4.41,7.83,18.2,,,,,,42.02,,,,,,,,,,,,,,,,
120,6707,6707,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,257.51,,0.08408099999999999,0.061097000000000005,,,,,,,,0.11520927119060799,,31.8690227363619,187.064091647075,13.38,2.75,,0.38299999999999995,1.37,6.37,10.63,41.93,,,,,,101.75,,,,,,,,,,,,,,,,
121,6708,6708,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,264.22,,0.06312100000000001,0.041127,,,,,,,,0.0819398049890924,,28.9379167905626,174.284189470443,13.7,3.25,,0.32299999999999995,1.37,6.07,10.45,43.29,,,,,,91.69,,,,,,,,,,,,,,,,
122,6709,6709,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,31.58,,0.017235,0.012159,,,,,,,,0.0235061816323222,,4.5616710728287195,44.3990494324626,10.5,3.35,,0.17300000000000001,1.37,2.41,7.15,4.89,,,,,,6.71,,,,,,,,,,,,,,,,
123,6710,6710,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,29.7,,0.011908,0.011359999999999999,,,,,,,,0.0165129963854313,,6.881344548423081,50.82822636608561,8.34,1.87,,0.145,1.37,2.96,6.47,4.53,,,,,,5.99,,,,,,,,,,,,,,,,
124,6711,6711,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,12.79,,0.0067150000000000005,0.005741,,,,,,,,0.00899202357273739,,3.46360590058275,26.661989751630603,6.81,2.0,,0.107,1.37,2.1,4.81,1.9,,,,,,2.11,,,,,,,,,,,,,,,,
125,6712,6712,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,58.44,,0.022274000000000002,0.012796,,,,,,,,0.0304805173232916,,5.755282033250821,39.6985678146454,10.77,5.3,,0.19699999999999998,1.37,2.70700067895055,5.47,9.16,,,,,,13.07,,,,,,,,,,,,,,,,
126,6713,6713,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,35.67,,0.013803999999999999,0.005675,,,,,,,,0.0229658276959048,,4.56504278710349,31.0888189211287,10.03,5.23,,0.171,1.37,2.4108904993691,4.8,5.67,,,,,,5.25,,,,,,,,,,,,,,,,
127,6714,6714,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,104.32,,0.03385,0.027254,,,,,,,,0.0467594650560305,,15.975077183320401,86.9899437867541,9.51,2.65,,0.244,1.37,4.51,6.86,16.52,,,,,,33.45,,,,,,,,,,,,,,,,
128,6715,6715,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,238.24,,0.062237,0.057673,,,,,,,,0.0809282121546365,,25.071872871055003,160.60215154098998,12.36,1.89,,0.321,1.37,5.65,10.47,38.4,,,,,,85.02,,,,,,,,,,,,,,,,
