,level_0,index,studyName,location,latitude,longitude,vegetation,map,mat,grouping,lai,species,speciesMatched,family,pft,growingCondition,status,light,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,h.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc
129,6716,6716,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,95.75,,0.025259999999999998,0.024669,,,,,,,,0.0349667116326178,,18.8574099031727,124.51184443370501,11.66,2.25,,0.21100000000000002,1.37,4.9,9.41,15.1,,,,,,30.92,,,,,,,,,,,,,,,,
130,6717,6717,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,4.4,,0.007542,0.003068,,,,,,,,0.00950331777710912,,3.21190688835734,20.7721407807964,8.45,4.66,,0.11,1.37,2.02225786295018,3.79,0.67,,,,,,0.77,,,,,,,,,,,,,,,,
131,6718,6718,Garber2005,Pringle Butte and Lookout Mountain,43.78,-121.65,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,PM,,,,37.0,,0.014663999999999998,0.012416,,,,,,,,0.0169716689128555,,7.793113276311179,61.502813227817605,9.79,2.37,,0.147,1.37,3.15,7.42,5.73,,,,,,8.67,,,,,,,,,,,,,,,,
132,11561,11561,McCulloh2010,,44.0,-123.0,TempF,,,wood.type = conifer,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,,0.20519528,8.53e-05,,,,,,,,,0.00017813113089193002,,,,,0.62,,0.015059999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,11562,11562,McCulloh2010,,44.0,-123.0,TempF,,,wood.type = conifer,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,,0.1204464,4.83e-05,,,,,,,,,6.7055410235282e-05,,,,,0.598,,0.00924,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,11563,11563,McCulloh2010,,44.0,-123.0,TempF,,,wood.type = conifer,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,,0.21409784,6.69e-05,,,,,,,,,0.000129082073109963,,,,,0.693,,0.012819999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,11564,11564,McCulloh2010,,44.0,-123.0,TempF,,,wood.type = conifer,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,,0.1675776,5.489999999999999e-05,,,,,,,,,0.000113852574403156,,,,,0.64,,0.01204,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,11624,11624,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,447.76989649999996,,0.223838476,0.106894064,,,,,,,,0.380459437,,24.67600243,264.81680780000005,39.36999864,20.89999864,,0.696,1.3,5.605217400000001,18.47,62.3793946,,,,,,452.42455,,,,,,,,,,,,,,,,
137,11625,11625,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,597.8075054,,0.185315481,0.12733424699999998,,,,,,,,0.26804825600000004,,26.11797899,365.3156872,35.809999499999996,10.689999499999999,,0.5842,1.3,5.7666666,25.12,83.1791667,,,,,,595.64015,,,,,,,,,,,,,,,,
138,11626,11626,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,216.03069010000002,,0.062349617999999996,0.057943535,,,,,,,,0.086935165,,12.77284289,173.90310480000002,20.80000143,3.72000143,,0.3327,1.3,4.0327272,17.08,29.654557099999998,,,,,,160.44416,,,,,,,,,,,,,,,,
139,11627,11627,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,213.4706329,,0.098142569,0.049912053,,,,,,,,0.153438527,,15.34385268,168.9617418,29.11000066,14.14000066,,0.442,1.3,4.42,14.97,28.734367600000002,,,,,,149.72883000000002,,,,,,,,,,,,,,,,
140,11628,11628,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,235.37882439999998,,0.036131457,0.019234205,,,,,,,,0.072965877,,8.120216753,92.19346282,22.39999889,11.14999889,,0.3048,1.3,3.2154286,11.25,37.145452299999995,,,,,,44.13532,,,,,,,,,,,,,,,,
141,11629,11629,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,81.3366566,,0.029852199,0.012404578999999999,,,,,,,,0.059093743,,5.529342975,64.79710618,27.69000074,18.09000074,,0.2743,1.3,2.6533333999999997,9.6,10.713481,,,,,,22.9836,,,,,,,,,,,,,,,,
142,11630,11630,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,160.8347292,,0.08924400800000001,0.039717585,,,,,,,,0.146438461,,15.47034709,171.18946210000001,35.58000047,20.47000047,,0.4318,1.3,4.4381818,15.11,21.2883618,,,,,,106.4041,,,,,,,,,,,,,,,,
143,11631,11631,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,109.32950159999999,,0.071138224,0.02588044,,,,,,,,0.118602945,,7.922292425,93.74836812,33.12000106,21.51000106,,0.3886,1.3,3.176,11.61,15.0986437,,,,,,58.24071,,,,,,,,,,,,,,,,
144,11632,11632,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,379.9437892,,0.132045066,0.077324805,,,,,,,,0.217135606,,15.94832536,229.1915696,41.16000258,20.97000258,,0.5258,1.3,4.5062222,20.19,52.3947709,,,,,,214.34108999999998,,,,,,,,,,,,,,,,
145,11633,11633,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,95.0,23.14333056,,0.021413881000000003,0.004391161,,,,,,,,0.034077555,,3.670010493,27.63790786,23.34000042,18.51000042,,0.2083,1.3,2.1616666,4.83,2.9558712000000003,,,,,,8.25614,,,,,,,,,,,,,,,,
146,11634,11634,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,48.9541408,,0.028135907,0.013297969,,,,,,,,0.04573035,,3.8744277719999998,63.65503735,25.94000095,14.51000095,,0.2413,1.3,2.2210526,11.43,6.2883452,,,,,,22.601110000000002,,,,,,,,,,,,,,,,
147,11635,11635,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,51.09306308,,0.028410797,0.010543185,,,,,,,,0.048656367,,3.151417801,46.28459319,25.11000022,15.93000022,,0.2489,1.3,2.003125,9.18,6.573633500000001,,,,,,16.77015,,,,,,,,,,,,,,,,
148,11636,11636,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,157.255473,,0.10031556900000001,0.0336119,,,,,,,,0.165973552,,10.04167366,96.38824395,30.389999300000003,19.9399993,,0.4597,1.3,3.5756756000000003,10.45,21.2531217,,,,,,87.36908000000001,,,,,,,,,,,,,,,,
149,11637,11637,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,128.0724658,,0.063509651,0.021001547000000002,,,,,,,,0.09648636099999999,,9.685374885,104.5177392,28.39999855,16.75999855,,0.3505,1.3,3.5116666,11.64,16.630768300000003,,,,,,51.09006,,,,,,,,,,,,,,,,
150,11638,11638,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,95.0,46.833444799999995,,0.028264123999999998,0.007531772,,,,,,,,0.044787676,,3.848597172,33.53121868,23.38000056,17.56000056,,0.2388,1.3,2.2136364,5.82,6.3934258,,,,,,13.983429999999998,,,,,,,,,,,,,,,,
151,11639,11639,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,310.87643510000004,,0.19369568,0.125186183,,,,,,,,0.284631436,,25.19881962,295.5185878,31.72999928,11.21999928,,0.602,1.3,5.6642858,20.51,42.782548,,,,,,408.33826,,,,,,,,,,,,,,,,
152,11640,11640,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,52.78337532,,0.008799600999999999,0.00714084,,,,,,,,0.012173868000000001,,5.939573611,35.6823642,7.360000515,2.640000515,,0.1245,1.3,2.75,4.72,7.2141978,,,,,,16.98648,,,,,,,,,,,,,,,,
153,11641,11641,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,6.22175296,,0.001512677,0.001764004,,,,,,,,0.0018322479999999999,,0.833228912,7.973013104,3.5699998319999997,0.569999832,,0.0483,1.3,1.03,3.0,0.8083520000000001,,,,,,1.7781,,,,,,,,,,,,,,,,
154,11642,11642,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,970.3384874,,0.272612487,0.191791089,,,,,,,,0.391581625,,36.51395132,434.1376199,31.92999734,6.87999734,,0.7061,1.3,6.8184314,25.05,135.1467377,,,,,,1182.42222,,,,,,,,,,,,,,,,
155,11643,11643,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,36.52341192,,,0.0076709840000000005,,,,,,,,0.010260825999999999,,4.85651801,33.87493088,6.919999749,1.829999749,,0.1143,1.3,2.4866666,5.09,4.8066295,,,,,,9.251510000000001,,,,,,,,,,,,,,,,
156,11644,11644,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,34.20449008,,0.006851814,0.00604678,,,,,,,,0.011196919,,3.397946614,22.41466372,5.8499994179999995,1.8599994180000001,,0.1194,1.3,2.08,3.99,4.7700144,,,,,,7.557010000000001,,,,,,,,,,,,,,,,
157,11645,11645,Monserud1999,Priest River Experimental Forest,48.35167,-116.835,TempF,,,,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,3.0,,95.0,398.96659980000004,,0.19968493,0.138523815,,,,,,,,0.284631436,,27.21627977,384.48855039999995,35.13999818,9.22999818,,0.602,1.3,5.8866666,25.91,54.38804939999999,,,,,,658.23971,,,,,,,,,,,,,,,,
158,12163,12163,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = ; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,0.0,,,1.51,,7.54e-05,,,,,,,,,0.000324292786622399,,,,1.76,0.42,,0.020319999999999998,1.4,,1.34,,,,,,,,,,,,,,,,,,,,,,,
159,12164,12164,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/vac; strata = D,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,0.4,,9.852e-05,,,,,,,,,0.000182414692475099,,,,2.56,1.7,,0.01524,1.4,,0.86,,,,,,,,,,,,,,,,,,,,,,,
160,12165,12165,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = ; strata = D,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,0.0,,,0.73,,9.896e-05,,,,,,,,,0.000126676869774374,,,,2.01,0.41,,0.0127,1.4,,1.6,,,,,,,,,,,,,,,,,,,,,,,
161,12166,12166,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,"habitat = ""; strata = C",,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,0.0,,,0.99,,0.00010996,,,,,,,,,0.000182414692475099,,,,1.81,0.78,,0.01524,1.4,,1.03,,,,,,,,,,,,,,,,,,,,,,,
162,12167,12167,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/sya; strata = D,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,3.06,,0.00025133,,,,,,,,,0.000410433058068973,,,,1.75,0.14,,0.02286,1.4,,1.61,,,,,,,,,,,,,,,,,,,,,,,
163,12168,12168,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,"habitat = ""; strata = C",,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,0.0,,,2.06,,0.00025133,,,,,,,,,0.000324292786622399,,,,1.98,0.61,,0.020319999999999998,1.4,,1.37,,,,,,,,,,,,,,,,,,,,,,,
164,12169,12169,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/sya; strata = D,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,2.91,,0.00046653,,,,,,,,,0.000729658769900397,,,,2.54,0.93,,0.03048,1.4,,1.61,,,,,,,,,,,,,,,,,,,,,,,
165,12170,12170,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = (lick creek); strata = D,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,3.15,,0.00048773,,,,,,,,,0.000729658769900397,,,,2.82,0.95,,0.03048,1.4,,1.87,,,,,,,,,,,,,,,,,,,,,,,
166,12171,12171,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/vac; strata = D,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,4.7,,0.00096211,,,,,,,,,0.00202682991638999,,,,2.92,1.7,,0.0508,1.4,,1.22,,,,,,,,,,,,,,,,,,,,,,,
167,12172,12172,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,"habitat = ""; strata = B",,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,13.5,,0.00115925,,,,,,,,,0.00129717114648959,,,,2.94,0.66,,0.040639999999999996,1.4,,2.28,,,,,,,,,,,,,,,,,,,,,,,
168,12173,12173,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = ; strata = D,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,9.36,,0.00127065,,,,,,,,,0.00182921399954197,,,,3.4,1.27,,0.048260000000000004,1.4,,2.13,,,,,,,,,,,,,,,,,,,,,,,
169,12174,12174,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/sya; strata = D,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,8.81,,0.00132889,,,,,,,,,0.00182921399954197,,,,2.77,0.2,,0.048260000000000004,1.4,,2.57,,,,,,,,,,,,,,,,,,,,,,,
170,12175,12175,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/sya; strata = D,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,12.59,,0.00142494,,,,,,,,,0.00164173223227589,,,,3.43,0.41,,0.04572,1.4,,3.02,,,,,,,,,,,,,,,,,,,,,,,
171,12176,12176,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/sya; strata = D,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,6.03,,0.00151346,,,,,,,,,0.00182921399954197,,,,3.48,1.04,,0.048260000000000004,1.4,,2.44,,,,,,,,,,,,,,,,,,,,,,,
172,12177,12177,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/sya; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,12.73,,0.00254861,,,,,,,,,0.0031669217443593602,,,,5.95,1.85,,0.0635,1.4,,4.1,,,,,,,,,,,,,,,,,,,,,,,
173,12178,12178,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = ; strata = D,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,9.82,,0.00266407,,,,,,,,,0.00268048256442576,,,,5.64,2.6,,0.05842000000000001,1.4,,3.04,,,,,,,,,,,,,,,,,,,,,,,
174,12179,12179,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,"habitat = ""; strata = B",,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,18.01,,0.00340156,,,,,,,,,0.00518868458595838,,,,4.72,1.85,,0.08127999999999999,1.4,,2.87,,,,,,,,,,,,,,,,,,,,,,,
175,12180,12180,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/vac; strata = D,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,7.09,,0.00376099,,,,,,,,,0.008517752723628941,,,,8.63,4.87,,0.10414000000000001,1.4,,3.76,,,,,,,,,,,,,,,,,,,,,,,
176,12181,12181,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = ; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,24.17,,0.00387336,,,,,,,,,0.006566928929103571,,,,5.74,3.37,,0.09144,1.4,,2.37,,,,,,,,,,,,,,,,,,,,,,,
177,12182,12182,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = thinning demonstration; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,27.3,,0.00417282,,,,,,,,,0.006566928929103571,,,,6.83,2.52,,0.09144,1.4,,4.31,,,,,,,,,,,,,,,,,,,,,,,
178,12183,12183,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = ; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,14.7,,0.00450004,,,,,,,,,0.006566928929103571,,,,5.3,2.46,,0.09144,1.4,,2.84,,,,,,,,,,,,,,,,,,,,,,,
179,12184,12184,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = (lick creek); strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,27.93,,0.00460636,,,,,,,,,0.00693682538884475,,,,4.9,1.45,,0.09398,1.4,,3.45,,,,,,,,,,,,,,,,,,,,,,,
180,12185,12185,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/sya/caru; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,14.1,,0.00497628,,,,,,,,,0.00980985679532756,,,,8.0,3.5,,0.11175999999999998,1.4,,4.5,,,,,,,,,,,,,,,,,,,,,,,
181,12186,12186,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/vac; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,22.41,,0.00546288,,,,,,,,,0.007707020757072941,,,,5.77,1.82,,0.09906000000000001,1.4,,3.95,,,,,,,,,,,,,,,,,,,,,,,
182,12187,12187,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = ; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,46.57,,0.00556376,,,,,,,,,0.00936902128851273,,,,6.55,1.77,,0.10922,1.4,,4.78,,,,,,,,,,,,,,,,,,,,,,,
183,12188,12188,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = ; strata = B,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,52.53,,0.00659118,,,,,,,,,0.0121660465731309,,,,8.05,3.7,,0.12445999999999999,1.4,,4.35,,,,,,,,,,,,,,,,,,,,,,,
184,12189,12189,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/sya; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,30.84,,0.00686027,,,,,,,,,0.0116745403184063,,,,8.33,1.95,,0.12192,1.4,,6.38,,,,,,,,,,,,,,,,,,,,,,,
185,12190,12190,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/sya; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,30.06,,0.00697069,,,,,,,,,0.0170456395968398,,,,6.53,2.6,,0.14732,1.4,,3.93,,,,,,,,,,,,,,,,,,,,,,,
186,12191,12191,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = ; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,18.56,,0.00788775,,,,,,,,,0.0121660465731309,,,,11.98,6.83,,0.12445999999999999,1.4,,5.15,,,,,,,,,,,,,,,,,,,,,,,
187,12192,12192,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/sya; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,55.44,,0.00963957,,,,,,,,,0.0164629259958777,,,,7.44,2.12,,0.14478,1.4,,5.32,,,,,,,,,,,,,,,,,,,,,,,
188,12193,12193,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/sya/caru; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,36.42,,0.01009393,,,,,,,,,0.0153279012426993,,,,7.7,3.1,,0.1397,1.4,,4.6,,,,,,,,,,,,,,,,,,,,,,,
189,12194,12194,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = ; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,52.82,,0.01079922,,,,,,,,,0.0194778354965078,,,,9.63,2.8,,0.15748,1.4,,6.83,,,,,,,,,,,,,,,,,,,,,,,
190,12195,12195,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/sya; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,38.32,,0.01241792,,,,,,,,,0.0182414692475099,,,,10.13,3.6,,0.1524,1.4,,6.53,,,,,,,,,,,,,,,,,,,,,,,
191,12196,12196,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = ; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,49.11,,0.01307059,,,,,,,,,0.0255431240213049,,,,11.1,4.6,,0.18034,1.4,,6.5,,,,,,,,,,,,,,,,,,,,,,,
192,12197,12197,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/sya; strata = B,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,39.37,,0.01501366,,,,,,,,,0.0158903465444975,,,,8.15,2.04,,0.14224,1.4,,6.11,,,,,,,,,,,,,,,,,,,,,,,
193,12198,12198,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/sya; strata = B,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,37.03,,0.01562862,,,,,,,,,0.0227460987366867,,,,14.48,5.4,,0.17018,1.4,,9.08,,,,,,,,,,,,,,,,,,,,,,,
194,12199,12199,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = ; strata = B,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,34.51,,0.01573937,,,,,,,,,0.0227460987366867,,,,12.34,4.65,,0.17018,1.4,,7.69,,,,,,,,,,,,,,,,,,,,,,,
195,12200,12200,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/sya/caru; strata = B,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,60.51,,0.01605902,,,,,,,,,0.027747301555378995,,,,15.0,7.05,,0.18796,1.4,,7.95,,,,,,,,,,,,,,,,,,,,,,,
196,12201,12201,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = pse/sya/caru; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,1.0,,,60.92,,0.01704941,,,,,,,,,0.0270024415611056,,,,14.1,5.65,,0.18542,1.4,,8.45,,,,,,,,,,,,,,,,,,,,,,,
197,12202,12202,OHara1995,"western Montana, USA",46.858000000000004,-113.984,TempF,,,habitat = ; strata = C,,Pinus ponderosa,Pinus ponderosa,Pinaceae,EG,FW,2.0,,,92.53,,0.01739813,,,,,,,,,0.0227460987366867,,,,9.24,2.15,,0.17018,1.4,,7.09,,,,,,,,,,,,,,,,,,,,,,,
